transaction_id,date,num_of_items,order_list,employee,total
230101085,230101,8,"{101013,103001,105011,101003,103001,102017,101016,104040}",Emily,22.25
230101086,230101,2,"{103001,101006}",Tatiana,10.2
230101087,230101,8,"{105028,104043,103001,101009,104001,101013,104025,104025}",Oppenheimer,26.65
230101088,230101,7,"{201009,105025,104029,104009,104035,105026,105009}",Tatiana,33.15
230101089,230101,5,"{103001,104025,105001,103001,101013}",Natalie,18.0
230101090,230101,3,"{104045,105001,104040}",Bethany,11.05
230101091,230101,1,"{103001}",Cecile,4.95
230101092,230101,6,"{104019,104013,104036,101022,104030,101020}",Quavo,27.9
230101093,230101,9,"{103001,104035,103001,101016,103001,106005,104019,102013,104022}",Stacy,31.45
230101094,230101,2,"{201003,201009}",Kelly,6.0
230101095,230101,1,"{103001}",Amy,5.65
230101096,230101,2,"{102019,102007}",Bethany,0.0
230101097,230101,1,"{104042}",Amy,3.45
230101098,230101,6,"{102009,102002,105017,101024,103001,104001}",Emily,20.9
230101099,230101,6,"{102009,104041,104009,103001,103001,201002}",Emily,20.65
230101100,230101,3,"{102020,102013,104031}",Wylie,5.45
230101101,230101,7,"{201016,101007,104043,104041,101002,105003,105029}",Gabe,27.45
230101102,230101,8,"{103001,105005,102002,102001,201012,101012,103001,104037}",Oppenheimer,30.4
230101103,230101,5,"{104037,103001,103001,105013,104018}",Jessica,22.75
230101104,230101,2,"{105028,104031}",Emily,9.6
230101105,230101,3,"{104008,105023,101004}",Tatiana,12.65
230101106,230101,1,"{102002}",Bethany,0.8
230101107,230101,9,"{103001,104008,201010,103001,103001,104021,103001,103001,103001}",Xerxes,44.15
230101108,230101,4,"{201022,101017,105007,101003}",Quavo,11.45
230101109,230101,8,"{102008,104001,105004,104011,101003,103001,101017,105002}",Vector,26.6
230101110,230101,6,"{102004,106001,104003,103001,106009,104024}",Emily,23.45
230101111,230101,3,"{103001,104026,102007}",Bethany,9.3
230101112,230101,1,"{102003}",Xerxes,0.8
230101113,230101,2,"{102010,105009}",Quavo,6.55
230101114,230101,2,"{103001,106005}",Wylie,8.7
230101115,230101,2,"{104009,105003}",Jessica,9.2
230101116,230101,6,"{104031,103001,105018,101018,103001,101010}",Lily,23.75
230101117,230101,3,"{101015,104025,104015}",Gabe,8.4
230101118,230101,2,"{103001,101009}",Emily,10.6
230101119,230101,4,"{102008,105025,103001,103001}",Natalie,15.95
230101120,230101,5,"{201016,102012,201021,201001,105010}",Indigo,13.9
230101121,230101,6,"{103001,105014,103001,201006,102003,101016}",Amy,21.1
230101122,230101,1,"{103001}",Oppenheimer,5.45
230101123,230101,3,"{103001,102007,201001}",Madison,8.1
230101124,230101,1,"{104001}",Zimbabwe,2.95
230101125,230101,7,"{101005,102018,101017,103001,103001,103001,105020}",Lily,27.05
230101126,230101,1,"{201018}",Lily,2.95
230101127,230101,1,"{103001}",Amy,5.65
230101128,230101,6,"{101014,201010,105011,105008,104029,105007}",Felix,44.45
230101129,230101,3,"{104003,104001,201016}",Amy,9.35
230101130,230101,5,"{201007,104034,101013,103001,102006}",Zimbabwe,15.1
230101131,230101,8,"{103001,103001,104039,201022,102018,101018,104001,104033}",Vector,26.0
230101132,230101,4,"{106008,103001,103001,201009}",Vector,19.1
230102000,230102,4,"{104007,104033,104044,102016}",Natalie,12.35
230102001,230102,9,"{106002,105025,201017,101012,105030,102014,104036,102014,104011}",Xerxes,34.55
230102002,230102,7,"{103001,106007,105013,201017,104017,201002,103001}",Oppenheimer,27.45
230102003,230102,5,"{104010,101023,104028,103001,106002}",Indigo,22.45
230102004,230102,2,"{104035,104039}",Uranium,9.4
230102005,230102,2,"{105029,104024}",Xerxes,11.3
230102006,230102,3,"{201016,106002,103001}",Kelly,12.95
230102007,230102,2,"{103001,201015}",Xerxes,8.6
230102008,230102,6,"{104036,104006,104015,104045,105027,101007}",Lily,26.2
230102009,230102,2,"{104001,105008}",Rebecca,8.6
230102010,230102,5,"{103001,102013,105020,201019,105004}",Oppenheimer,19.8
230102011,230102,7,"{102012,103001,103001,102001,104020,103001,201015}",Rebecca,22.65
230102012,230102,3,"{105022,105015,102010}",Cecile,11.5
230102013,230102,6,"{103001,104015,103001,104044,105025,104009}",Indigo,23.0
230102014,230102,1,"{104004}",Stacy,2.95
230102015,230102,1,"{105013}",Uranium,4.95
230102016,230102,3,"{103001,101018,103001}",Indigo,9.9
230102017,230102,6,"{101011,201020,105020,103001,101021,103001}",Lily,29.1
230102018,230102,8,"{104008,103001,105029,102006,105009,103001,103001,106001}",Jessica,34.3
230102019,230102,7,"{104003,106001,104011,201001,103001,103001,105027}",Kelly,28.05
230102020,230102,2,"{101004,104014}",Indigo,7.7
230102021,230102,8,"{103001,103001,105014,101006,104004,106007,103001,103001}",Wylie,30.7
230102022,230102,9,"{104015,106002,103001,101011,103001,106007,101012,104010,104027}",Stacy,39.65
230102023,230102,4,"{201013,103001,104039,105027}",Uranium,19.0
230102024,230102,7,"{105022,104030,102009,106005,104044,105011,106006}",Tatiana,26.8
230102025,230102,8,"{103001,104027,104028,104002,104027,105028,102001,102003}",Emily,29.2
230102026,230102,6,"{105013,104029,201004,201022,103001,104007}",Amy,21.5
230102027,230102,2,"{201008,201002}",Rebecca,5.2
230102028,230102,7,"{105007,101011,103001,105009,102008,106003,104020}",Amy,29.6
230102029,230102,9,"{103001,101011,105019,104043,101004,103001,104022,104045,106010}",Indigo,38.75
230102030,230102,4,"{103001,101021,103001,201002}",Quavo,15.8
230102031,230102,1,"{103001}",Felix,4.95
230102032,230102,4,"{106007,105004,104043,104012}",Gabe,15.5
230102033,230102,4,"{101022,104014,103001,105006}",Kelly,19.1
230102034,230102,1,"{104032}",Kelly,4.95
230102035,230102,3,"{106006,103001,101020}",Stacy,13.35
230102036,230102,7,"{104011,102012,104019,103001,105010,201009,201013}",Oppenheimer,26.2
230102037,230102,6,"{105027,102007,104022,106011,104042,101007}",Bethany,21.95
230102038,230102,6,"{201022,102009,104044,103001,103001,104017}",Quavo,20.15
230102039,230102,1,"{201005}",Oppenheimer,2.25
230102040,230102,5,"{103001,106012,103001,105014,201016}",Tatiana,22.45
230102041,230102,9,"{103001,106003,102008,103001,103001,105029,104020,106007,104024}",Precilla,40.4
230102042,230102,3,"{103001,104022,104027}",Wylie,14.25
230102043,230102,3,"{106006,104023,105002}",Rebecca,13.85
230102044,230102,4,"{105005,101021,103001,201018}",Wylie,19.0
230102045,230102,8,"{102010,102004,102008,101022,105012,102012,104002,104006}",Rebecca,19.1
230102046,230102,4,"{105003,104024,105002,201021}",Helen,20.1
230102047,230102,9,"{103001,104004,103001,106012,201001,103001,103001,104037,103001}",Stacy,39.85
230102048,230102,5,"{102005,102007,105004,105016,106003}",Stacy,16.25
230102049,230102,5,"{102004,106007,106012,105023,104026}",Lily,18.0
230102050,230102,8,"{103001,103001,201014,105030,103001,201011,102009,103001}",Quavo,33.85
230102051,230102,1,"{103001}",Cecile,4.35
230102052,230102,6,"{101003,201004,103001,201014,201017,104030}",Helen,22.0
230102053,230102,9,"{102018,106008,201011,103001,105017,105029,102020,201013,201011}",Lily,30.95
230102054,230102,1,"{201009}",Tatiana,3.75
230102055,230102,7,"{103001,106010,104020,102010,105023,104030,104028}",Precilla,28.2
230102056,230102,7,"{105013,101008,103001,103001,104013,103001,104024}",Emily,33.75
230102057,230102,4,"{105007,105004,104020,101017}",Quavo,15.55
230102058,230102,3,"{201015,104001,106007}",Emily,9.35
230102059,230102,4,"{102004,104003,105023,105008}",Bethany,14.75
230102060,230102,9,"{104003,101018,105013,105001,105023,104009,106005,105026,103001}",Vector,34.7
230102061,230102,1,"{101017}",Indigo,0.0
230102062,230102,5,"{104032,201003,104027,104023,103001}",Indigo,22.55
230102063,230102,8,"{106004,104039,103001,105026,105014,201001,104021,103001}",Wylie,33.2
230102064,230102,4,"{106007,104030,106008,201010}",Helen,16.3
230102065,230102,7,"{104030,105002,201006,104031,105027,104034,105030}",Precilla,35.05
230102066,230102,2,"{101009,103001}",Natalie,10.6
230102067,230102,1,"{105012}",Wylie,5.95
230102068,230102,8,"{103001,201011,103001,105024,101005,101019,102019,102018}",Xerxes,25.9
230102069,230102,3,"{103001,201016,103001}",Zimbabwe,12.65
230102070,230102,6,"{105016,101024,102004,104008,105027,104026}",Cecile,23.95
230102071,230102,4,"{102004,102008,105024,103001}",Emily,12.0
230102072,230102,6,"{101001,105026,106012,105006,101021,104001}",Vector,27.4
230102073,230102,9,"{201013,102004,105024,103001,103001,102011,102018,201002,104005}",Bethany,26.3
230102074,230102,4,"{105004,104002,105006,201001}",Madison,17.9
230102075,230102,3,"{201019,104003,103001}",Tatiana,12.45
230102076,230102,9,"{103001,103001,104013,102007,106004,105009,104020,104026,201013}",Quavo,35.5
230102077,230102,7,"{104005,201020,105014,105009,104032,102005,101019}",Jessica,26.7
230102078,230102,5,"{104004,103001,104015,104038,101015}",Kelly,16.8
230102079,230102,6,"{103001,103001,101011,103001,104027,102012}",Zimbabwe,26.25
230102080,230102,4,"{103001,104040,102011,102020}",Wylie,7.9
230102081,230102,1,"{101004}",Bethany,3.75
230102082,230102,5,"{104043,103001,103001,105025,201016}",Jessica,21.25
230102083,230102,1,"{103001}",Amy,4.95
230102084,230102,8,"{103001,103001,103001,104013,104042,104041,103001,201016}",Stacy,31.8
230102085,230102,6,"{104042,103001,101018,201022,103001,101021}",Felix,22.05
230102086,230102,8,"{105013,104005,103001,104020,106002,104033,104041,105004}",Amy,39.0
230102087,230102,2,"{103001,103001}",Zimbabwe,8.9
230102088,230102,5,"{104037,104013,105020,201002,105007}",Gabe,20.25
230102089,230102,8,"{101015,201011,104012,103001,102006,104015,106011,101020}",Tatiana,26.45
230102090,230102,4,"{105029,104023,101011,201006}",Vector,18.5
230102091,230102,5,"{201013,104021,105020,104015,104030}",Kelly,25.05
230102092,230102,8,"{104035,103001,105017,101005,104024,104045,104039,104003}",Natalie,34.6
230102093,230102,5,"{103001,102015,103001,104011,105016}",Emily,14.4
230102094,230102,3,"{104034,104002,104042}",Lily,10.65
230102095,230102,5,"{103001,201021,101017,105013,103001}",Precilla,18.3
230102096,230102,7,"{102019,103001,106005,105021,103001,101012,101022}",Stacy,29.8
230102097,230102,4,"{105021,102005,103001,102013}",Kelly,9.5
230102098,230102,9,"{102006,201003,105030,102020,103001,104018,103001,102007,105019}",Vector,29.05
230102099,230102,1,"{103001}",Stacy,3.35
230102100,230102,6,"{201005,104028,105004,106009,102019,103001}",Xerxes,20.65
230102101,230102,8,"{105028,101023,103001,201007,104004,201017,201013,101010}",Bethany,31.1
230102102,230102,8,"{104040,105028,105019,104007,101020,101011,102001,103001}",Natalie,30.35
230102103,230102,1,"{105018}",Stacy,5.75
230102104,230102,1,"{104002}",Bethany,3.25
230102105,230102,1,"{201014}",Bethany,3.45
230102106,230102,4,"{104027,104020,103001,103001}",Lily,21.0
230102107,230102,7,"{105026,104001,201007,103001,201017,104011,104020}",Helen,29.15
230102108,230102,4,"{201008,102009,101007,106007}",Gabe,10.95
230102109,230102,1,"{103001}",Helen,4.65
230102110,230102,9,"{105002,104035,101016,103001,106002,104008,104035,105008,201021}",Cecile,36.8
230102111,230102,9,"{105023,201020,106002,104034,105008,105004,103001,103001,101011}",Precilla,43.45
230102112,230102,4,"{103001,103001,102007,101010}",Rebecca,10.85
230102113,230102,1,"{104012}",Vector,3.45
230102114,230102,9,"{104009,105013,104015,103001,101001,105017,105019,103001,105021}",Cecile,38.45
230102115,230102,3,"{104027,103001,103001}",Helen,13.15
230102116,230102,4,"{104030,106004,103001,103001}",Vector,19.3
230102117,230102,9,"{104002,102013,201004,105006,104043,105012,101018,201009,105010}",Rebecca,29.35
230102118,230102,5,"{103001,104022,101014,103001,104025}",Jessica,39.5
230102119,230102,7,"{102008,101004,105022,103001,102013,104010,105008}",Jessica,24.65
230102120,230102,6,"{104035,104029,102020,102005,201009,105012}",Jessica,19.1
230102121,230102,4,"{105030,201009,104006,105013}",Vector,18.1
230102122,230102,8,"{105001,101012,102008,104022,103001,201017,104017,103001}",Amy,32.05
230102123,230102,8,"{103001,104010,106004,104032,201017,104003,103001,102008}",Quavo,26.85
230102124,230102,4,"{101018,104027,105021,105021}",Lily,16.85
230102125,230102,2,"{101007,102001}",Lily,4.95
230102126,230102,6,"{201015,105007,103001,104041,201014,103001}",Felix,22.3
230102127,230102,8,"{201013,104003,105005,102017,104007,104032,201001,102013}",Zimbabwe,25.0
230102128,230102,3,"{105019,103001,101002}",Bethany,12.35
230102129,230102,6,"{103001,105027,102001,102015,101016,105020}",Cecile,18.85
230102130,230102,9,"{105002,101002,105014,103001,201003,104029,104013,201004,101002}",Amy,33.85
230102131,230102,1,"{102011}",Kelly,0.6
230102132,230102,3,"{104011,104025,106004}",Gabe,10.15
230102133,230102,1,"{201008}",Emily,2.95
230102134,230102,2,"{104025,104036}",Precilla,8.9
230102135,230102,5,"{105029,103001,103001,102018,105027}",Cecile,22.0
230102136,230102,8,"{101003,105025,104036,103001,201016,201009,103001,104045}",Jessica,33.1
230102137,230102,6,"{104017,201003,103001,104008,201019,104001}",Cecile,20.4
230102138,230102,2,"{102019,101001}",Uranium,2.65
230102139,230102,4,"{101017,104018,103001,105019}",Precilla,12.85
230102140,230102,8,"{101004,106010,101013,104016,106004,102006,101008,101019}",Wylie,23.45
230102141,230102,9,"{104031,104006,101021,101010,101024,104022,106002,101017,102012}",Bethany,33.45
230103000,230103,8,"{101019,105009,104013,102005,102008,103001,201018,201016}",Zimbabwe,25.3
230103001,230103,1,"{105007}",Quavo,4.95
230103002,230103,5,"{103001,103001,104014,201002,103001}",Indigo,19.35
230103003,230103,3,"{102015,103001,103001}",Precilla,9.9
230103004,230103,6,"{105001,105007,106003,104032,104015,103001}",Emily,29.9
230103005,230103,3,"{103001,103001,105001}",Zimbabwe,13.95
230103006,230103,9,"{104027,105015,101011,103001,104040,103001,101003,106009,102016}",Kelly,35.6
230103007,230103,1,"{106007}",Jessica,3.45
230103008,230103,5,"{104034,102007,105023,105011,105004}",Oppenheimer,20.9
230103009,230103,7,"{103001,104032,102007,103001,103001,103001,102014}",Helen,26.45
230103010,230103,2,"{201001,102007}",Felix,2.25
230103011,230103,8,"{104021,103001,103001,104033,104022,201005,101014,101006}",Xerxes,53.95
230103012,230103,4,"{106012,102005,104019,104030}",Lily,14.75
230103013,230103,3,"{201017,103001,201010}",Emily,11.15
230103014,230103,7,"{105018,104035,101008,104026,103001,105004,105017}",Madison,35.85
230103015,230103,7,"{102018,104031,104001,105018,103001,105005,104008}",Natalie,26.3
230103016,230103,7,"{104006,106005,201006,101015,201006,103001,106004}",Rebecca,22.0
230103017,230103,6,"{101021,102016,103001,103001,102017,103001}",Oppenheimer,19.9
230103018,230103,8,"{101008,105029,105011,104014,105007,201017,105003,103001}",Kelly,36.6
230103019,230103,3,"{105011,102011,101017}",Bethany,6.25
230103020,230103,9,"{106002,105015,103001,104020,105027,103001,103001,201022,102005}",Zimbabwe,38.6
230103021,230103,1,"{104016}",Felix,2.95
230103022,230103,5,"{104037,105024,103001,105029,103001}",Lily,27.05
230103023,230103,3,"{103001,101005,106003}",Wylie,15.35
230103024,230103,9,"{103001,104002,103001,101011,103001,104041,103001,104040,105006}",Natalie,43.05
230103025,230103,4,"{105024,103001,104020,106006}",Uranium,20.2
230103026,230103,4,"{103001,105015,201008,201011}",Madison,18.1
230103027,230103,4,"{102004,102001,102002,101009}",Natalie,6.75
230103028,230103,1,"{106009}",Quavo,4.45
230103029,230103,2,"{104029,103001}",Amy,8.3
230103030,230103,2,"{103001,104043}",Tatiana,5.4
230103031,230103,4,"{103001,104032,103001,104020}",Natalie,20.0
230103032,230103,4,"{105003,104025,102005,105026}",Rebecca,15.35
230103033,230103,1,"{105001}",Uranium,4.65
230103034,230103,6,"{103001,105001,104029,104042,103001,101004}",Kelly,26.2
230103035,230103,1,"{104018}",Vector,3.45
230103036,230103,2,"{104025,104019}",Indigo,8.6
230103037,230103,7,"{103001,102019,103001,104030,103001,104042,101004}",Kelly,27.3
230103038,230103,3,"{104013,101003,104036}",Vector,11.65
230103039,230103,2,"{103001,103001}",Emily,9.9
230103040,230103,5,"{105025,201003,201004,101002,102004}",Amy,11.1
230103041,230103,6,"{102003,104015,102012,105017,103001,101009}",Felix,21.8
230103042,230103,8,"{103001,104017,105013,105028,201003,105027,105014,103001}",Amy,37.9
230103043,230103,8,"{104036,105025,201022,103001,102015,105015,104003,102019}",Felix,27.8
230103044,230103,2,"{103001,105003}",Natalie,9.0
230103045,230103,6,"{103001,104016,101010,101022,104044,104005}",Jessica,23.1
230103046,230103,6,"{105006,105008,104021,105019,103001,102010}",Xerxes,29.05
230103047,230103,6,"{102008,101015,103001,101019,102003,104034}",Vector,12.65
230103048,230103,3,"{104044,104008,102010}",Jessica,7.1
230103049,230103,4,"{105003,201016,201007,101018}",Stacy,12.15
230103050,230103,9,"{101010,101023,102018,104009,101002,104041,104031,105011,104004}",Gabe,32.6
230103051,230103,1,"{102007}",Lily,0.0
230103052,230103,1,"{201014}",Uranium,3.45
230103053,230103,4,"{101006,101013,104005,201006}",Gabe,11.65
230103054,230103,2,"{105008,101004}",Kelly,9.4
230103055,230103,1,"{105004}",Emily,5.65
230103056,230103,2,"{104036,105006}",Lily,11.7
230103057,230103,4,"{101019,104002,104031,105024}",Natalie,17.8
230103058,230103,1,"{201018}",Quavo,2.95
230103059,230103,6,"{104032,105014,105029,101005,101012,106010}",Indigo,28.6
230103060,230103,1,"{101017}",Tatiana,0.0
230103061,230103,4,"{101015,103001,101020,104038}",Tatiana,12.85
230103062,230103,8,"{102002,106007,104020,201011,101007,104043,102014,105018}",Wylie,25.9
230103063,230103,5,"{102015,104012,103001,103001,104006}",Vector,18.4
230103064,230103,6,"{104018,104022,102018,104026,103001,103001}",Helen,22.05
230103065,230103,7,"{201009,104008,103001,103001,103001,103001,103001}",Rebecca,32.55
230103066,230103,6,"{101005,104013,201010,104015,104016,102011}",Jessica,18.65
230103067,230103,6,"{104037,201010,102010,105024,105026,101014}",Amy,39.4
230103068,230103,9,"{103001,103001,103001,104014,201003,101010,105027,102006,104011}",Bethany,35.05
230103069,230103,4,"{106003,106009,103001,104025}",Xerxes,20.3
230103070,230103,2,"{105001,104045}",Bethany,8.1
230103071,230103,6,"{105001,105010,104017,102006,201010,101015}",Amy,17.35
230103072,230103,7,"{104008,105023,102004,104023,105026,201020,104013}",Cecile,25.9
230103073,230103,9,"{105022,103001,101005,104045,201020,105003,103001,105019,103001}",Stacy,39.15
230103074,230103,5,"{201006,103001,104034,101022,103001}",Jessica,21.55
230103075,230103,2,"{102017,105017}",Quavo,5.95
230103076,230103,9,"{104043,105003,105023,103001,105006,104043,104024,102015,201012}",Vector,38.7
230103077,230103,1,"{104035}",Cecile,4.45
230103078,230103,2,"{201005,103001}",Zimbabwe,5.6
230103079,230103,1,"{105004}",Vector,5.65
230103080,230103,4,"{104011,103001,106011,104032}",Amy,16.8
230103081,230103,6,"{103001,101002,101008,103001,103001,103001}",Zimbabwe,26.7
230103082,230103,7,"{104029,104016,104028,106007,105018,103001,103001}",Stacy,33.35
230103083,230103,3,"{103001,103001,102015}",Madison,9.1
230103084,230103,6,"{105028,101014,105022,103001,101004,102019}",Quavo,39.3
230103085,230103,1,"{103001}",Xerxes,4.65
230103086,230103,8,"{106011,101002,105025,103001,101012,201007,101003,104036}",Rebecca,31.2
230103087,230103,9,"{105007,104027,105007,103001,101002,101020,104012,101006,104016}",Felix,38.85
230103088,230103,8,"{105014,104018,104014,105015,102016,104037,104038,101006}",Precilla,32.35
230103089,230103,5,"{104006,106004,101020,201020,101001}",Felix,16.45
230103090,230103,3,"{106006,201018,201007}",Cecile,9.85
230103091,230103,8,"{102014,106003,104024,104029,103001,106003,105027,106003}",Wylie,38.55
230103092,230103,1,"{104027}",Cecile,4.95
230103093,230103,4,"{104023,104012,104018,104024}",Jessica,17.5
230103094,230103,4,"{201001,103001,103001,101006}",Uranium,18.1
230103095,230103,1,"{103001}",Oppenheimer,5.95
230103096,230103,3,"{201005,101018,201017}",Cecile,5.5
230103097,230103,5,"{102011,104022,103001,104013,106007}",Amy,17.4
230103098,230103,2,"{101011,201004}",Rebecca,5.4
230103099,230103,7,"{101014,201004,101011,104037,101019,101002,104015}",Precilla,40.7
230103100,230103,4,"{201015,101012,102020,105029}",Xerxes,13.55
230103101,230103,5,"{101016,104028,104036,104037,104017}",Xerxes,16.8
230103102,230103,8,"{201003,102018,103001,105008,103001,101018,201010,105006}",Uranium,29.7
230103103,230103,1,"{103001}",Vector,4.45
230103104,230103,7,"{201019,201006,104030,101014,104042,104039,201017}",Natalie,44.0
230103105,230103,3,"{103001,104005,101001}",Natalie,10.35
230103106,230103,1,"{104016}",Helen,2.95
230103107,230103,9,"{101020,105029,201008,104038,104039,104037,104023,105030,105030}",Indigo,43.25
230103108,230103,7,"{104001,104032,105025,104006,101013,102014,103001}",Quavo,22.45
230103109,230103,2,"{104004,201015}",Bethany,5.9
230103110,230103,8,"{103001,105013,102012,104003,105014,101009,103001,101016}",Rebecca,28.8
230103111,230103,1,"{103001}",Rebecca,5.25
230103112,230103,2,"{102012,103001}",Zimbabwe,5.65
230103113,230103,6,"{101024,101009,106005,103001,106005,103001}",Madison,27.4
230103114,230103,6,"{201008,101017,103001,104035,106008,201010}",Felix,18.25
230103115,230103,7,"{102016,104039,101001,101001,101002,103001,104030}",Zimbabwe,23.8
230103116,230103,8,"{103001,105021,104028,105018,103001,103001,105024,104024}",Natalie,42.7
230103117,230103,5,"{104022,105010,105004,103001,104019}",Tatiana,24.55
230103118,230103,2,"{101012,103001}",Oppenheimer,9.9
